second,is_mode_a,is_mode_b,is_mode_c,mean velocity (m/s),mean wheel speed (rev/min),net rolling energy (J),net aero energy (J),braked energy (J),total energy (J),gross rolling energy (J),gross aero energy (J),inertia energy (J),cumulative rr (J),cumulative aero (J),cumulative braking (J)
207,1,0,0,28.6106172212344,728.564000298815,3591.11311963424,9119.63860191641,0,16803.5888104504,3591.11311963424,9119.63860191641,4092.83708889975,473182.459097181,855174.641686334,-974392.401228345
208,1,0,0,28.7000254000508,730.840762799749,3602.3353481331,9205.40266903082,0,16913.365221967,3602.3353481331,9205.40266903082,4105.62720480305,476784.794445314,864380.044355365,-974392.401228345
209,1,0,0,28.7894335788672,733.117525300683,3613.55757663195,9291.70275982527,0,17023.6776571628,3613.55757663195,9291.70275982527,4118.41732070554,480398.352021946,873671.74711519,-974392.401228345
210,1,0,0,28.9235458470917,736.532669052084,3630.39091938024,9422.16159322635,0,21327.7575017264,3630.39091938024,9422.16159322635,8275.20498911984,484028.742941326,883093.908708416,-974392.401228345
211,1,0,0,29.1023622047244,741.086194053951,3652.83537637795,9597.99837262778,0,21577.1992017365,3652.83537637795,9597.99837262778,8326.36545273076,487681.578317704,892691.907081044,-974392.401228345
212,1,0,0,29.3482346964694,747.347290931519,3683.69650474981,9843.32665362892,0,28221.2675662223,3683.69650474981,9843.32665362892,14694.2444078436,491365.274822454,902535.233734673,-974392.401228345
213,0,1,0,29.504699009398,751.331625308153,3703.33540462281,10001.6007213461,0,13704.9361259689,3703.33540462281,10001.6007213461,0,495068.610227077,912536.834456019,-974392.401228345
214,1,0,0,29.5941071882144,753.608387809087,3714.55763312167,10092.8001687674,0,22274.4145295509,3714.55763312167,10092.8001687674,8467.05672766186,498783.167860198,922629.634624787,-974392.401228345
215,0,0,1,29.1694183388367,742.793765929652,0,0,-34661.1670841312,0,3661.2520477521,9664.49697098133,-47986.9161028646,502444.41990795,932294.131595768,-1009053.56831248
216,0,1,0,28.5435610871222,726.856428423115,688.922576714289,1741.32892921184,0,2430.25150592613,3582.6964482601,9055.66631259805,-10208.111254932,506027.11635621,941349.797908366,-1009053.56831248
217,1,0,0,28.498856997714,725.718047172648,3577.08533401067,9013.18475740264,0,18705.5442574456,3577.08533401067,9013.18475740264,6115.27416603226,509604.201690221,950362.982665769,-1009053.56831248
218,1,0,0,28.6106172212344,728.564000298815,3591.11311963424,9119.63860191641,0,16803.5888104504,3591.11311963424,9119.63860191641,4092.83708889975,513195.314809855,959482.621267685,-1009053.56831248
219,0,1,0,28.5659131318263,727.425619048349,1271.26809133882,3218.30690755845,0,4489.57499889727,3585.50200538481,9076.95705540931,-8172.88406189685,516780.81681524,968559.578323094,-1009053.56831248
220,1,0,0,28.6106172212344,728.564000298815,3591.11311963424,9119.63860191641,0,24989.2629882506,3591.11311963424,9119.63860191641,12278.5112666999,520371.929934874,977679.216925011,-1009053.56831248
221,0,1,0,28.7223774447549,731.409953424983,3027.9583421047,7749.6975705446,0,10777.6559126493,3605.14090525781,9226.9273742807,-2054.41236688921,523977.070840132,986906.144299291,-1009053.56831248
222,0,1,0,28.6329692659385,729.133190924049,1860.01110701877,4730.88510072185,0,6590.89620774061,3593.91867675895,9141.02945779525,-6144.05192681359,527570.989516891,996047.173757087,-1009053.56831248
223,1,0,0,28.6329692659385,729.133190924049,3593.91867675895,9141.02945779525,0,18879.0000613678,3593.91867675895,9141.02945779525,6144.05192681359,531164.90819365,1005188.20321488,-1009053.56831248
224,0,0,1,28.5212090424181,726.287237797882,0,0,-3705.88811222702,0,3579.89089113538,9034.40888862633,-16320.1878919887,534744.799084786,1014222.61210351,-1012759.4564247
225,1,0,0,28.4765049530099,725.148856547415,3574.27977688595,8991.9938928355,0,24787.2294148587,3574.27977688595,8991.9938928355,12220.9557451372,538319.078861671,1023214.60599634,-1012759.4564247
226,0,1,0,28.5882651765304,727.994809673582,3009.94544715752,7631.8234785415,0,10641.768925699,3588.30756250953,9098.2811431516,-2044.81977996211,541907.386424181,1032312.8871395,-1012759.4564247
227,1,0,0,28.5882651765304,727.994809673582,3588.30756250953,9098.2811431516,0,14731.4084856232,3588.30756250953,9098.2811431516,2044.81977996211,545495.693986691,1041411.16828265,-1012759.4564247
228,0,1,0,28.5659131318263,727.425619048349,2428.38504836179,6147.63198148382,0,8576.01702984561,3585.50200538481,9076.95705540931,-4086.44203094851,549081.195992075,1050488.12533806,-1012759.4564247
229,1,0,0,28.5659131318263,727.425619048349,3585.50200538481,9076.95705540931,0,16748.9010917426,3585.50200538481,9076.95705540931,4086.44203094851,552666.69799746,1059565.08239347,-1012759.4564247
230,0,0,1,28.4541529083058,724.579665922181,0,0,-1704.27986265049,0,3571.47421976124,8970.83626883341,-14246.5903512451,556238.172217221,1068535.9186623,-1014463.73628735
231,1,0,0,28.3200406400813,721.164522170781,3554.64087701295,8844.58711556315,0,14424.862598684,3554.64087701295,8844.58711556315,2025.63460610789,559792.813094234,1077380.50577786,-1014463.73628735
232,1,0,0,28.4541529083058,724.579665922181,3571.47421976124,8970.83626883341,0,22718.4464537698,3571.47421976124,8970.83626883341,10176.1359651751,563364.287313996,1086351.3420467,-1014463.73628735
233,1,0,0,28.5882651765304,727.994809673582,3588.30756250953,9098.2811431516,0,14731.4084856232,3588.30756250953,9098.2811431516,2044.81977996211,566952.594876505,1095449.62318985,-1014463.73628735
234,1,0,0,28.6776733553467,730.271572174516,3599.52979100838,9183.91146526096,0,18937.08577001,3599.52979100838,9183.91146526096,6153.6445137407,570552.124667513,1104633.53465511,-1014463.73628735
235,1,0,0,28.8564897129794,734.825097176383,3621.9742480061,9356.7805979837,0,23298.7796150716,3621.9742480061,9356.7805979837,10320.0247690818,574174.09891552,1113990.31525309,-1014463.73628735
236,1,0,0,29.0353060706121,739.378622178251,3644.41870500381,9531.80551441648,0,19406.6094285777,3644.41870500381,9531.80551441648,6230.38520915741,577818.517620523,1123522.12076751,-1014463.73628735
237,0,0,1,28.8564897129794,734.825097176383,0,0,-9725.2996459901,0,3621.9742480061,9356.7805979837,-22704.0544919799,581440.491868529,1132878.90136549,-1024189.03593334
238,1,0,0,28.6553213106426,729.702381549282,3596.72423388367,9162.4537368796,0,16858.4101176147,3596.72423388367,9162.4537368796,4099.23214685148,585037.216102413,1142041.35510237,-1024189.03593334
239,0,0,1,28.4541529083058,724.579665922181,0,0,-9845.18863479079,0,3571.47421976124,8970.83626883341,-22387.4991233854,588608.690322174,1151012.1913712,-1034034.22456813
240,1,0,0,28.3423926847854,721.733712796014,3557.44643413767,8865.54584409635,0,24586.3925018088,3557.44643413767,8865.54584409635,12163.4002235748,592166.136756312,1159877.7372153,-1034034.22456813
241,0,1,0,28.3423926847854,721.733712796014,74.3367466142653,185.255308044995,0,259.59205465926,3557.44643413767,8865.54584409635,-12163.4002235748,595723.58319045,1168743.2830594,-1034034.22456813
242,1,0,0,28.3423926847854,721.733712796014,3557.44643413767,8865.54584409635,0,24586.3925018088,3557.44643413767,8865.54584409635,12163.4002235748,599281.029624587,1177608.82890349,-1034034.22456813
243,0,1,0,28.4318008636017,724.010475296948,2409.19822927128,6041.92543557567,0,8451.12366484695,3568.66866263653,8949.71185930487,-4067.25685709445,602849.698287224,1186558.5407628,-1034034.22456813
244,0,1,0,28.2753365506731,720.026140920314,643.505785831795,1596.10739744965,0,2239.61318328144,3549.02976276353,8802.76880617899,-10112.1853856611,606398.728049987,1195361.30956898,-1034034.22456813
245,1,0,0,28.1859283718567,717.74937841938,3537.80753426467,8719.52804757781,0,14273.3776010233,3537.80753426467,8719.52804757781,2016.04201918078,609936.535584252,1204080.83761656,-1034034.22456813
246,0,1,0,28.1859283718567,717.74937841938,2955.92180573672,7285.37175692498,0,10241.2935626617,3537.80753426467,8719.52804757781,-2016.04201918078,613474.343118517,1212800.36566413,-1034034.22456813
247,1,0,0,28.2306324612649,718.887759669847,3543.4186485141,8761.0825197612,0,18362.2198127449,3543.4186485141,8761.0825197612,6057.7186444696,617017.761767031,1221561.44818389,-1034034.22456813
248,1,0,0,28.3200406400813,721.164522170781,3554.64087701295,8844.58711556315,0,14424.862598684,3554.64087701295,8844.58711556315,2025.63460610789,620572.402644044,1230406.03529946,-1034034.22456813
249,0,1,0,28.3200406400813,721.164522170781,2973.9270150633,7399.66637140491,0,10373.5933864682,3554.64087701295,8844.58711556315,-2025.63460610789,624127.043521057,1239250.62241502,-1034034.22456813
250,0,0,1,28.1188722377445,716.04180654368,0,0,-3903.13190845652,0,3529.39086289053,8657.44303439106,-16089.9658057381,627656.434383947,1247908.06544941,-1037937.35647659
251,0,1,0,27.9400558801118,711.488281541812,3506.94640589281,8493.3253022995,0,12000.2717081923,3506.94640589281,8493.3253022995,0,631163.38078984,1256401.39075171,-1037937.35647659
252,1,0,0,28.0294640589281,713.765044042746,3518.16863439167,8575.12241846414,0,20112.6937239192,3518.16863439167,8575.12241846414,8019.40267106343,634681.549424232,1264976.51317018,-1037937.35647659
253,0,1,0,28.0965201930404,715.472615918446,2943.91993126914,7209.83212425369,0,10153.7520555228,3526.58530576581,8636.81371098638,-2009.64696122937,638208.134729997,1273613.32688116,-1037937.35647659
254,0,1,0,27.9400558801118,711.488281541812,2.78738919789622,6.75066010762752,0,9.53804930552374,3506.94640589281,8493.3253022995,-11990.7336588868,641715.08113589,1282106.65218346,-1037937.35647659
255,1,0,0,27.8506477012954,709.211519040878,3495.72417739395,8412.05001604142,0,15891.8952971615,3495.72417739395,8412.05001604142,3984.12110372617,645210.805313284,1290518.7021995,-1037937.35647659
256,0,1,0,27.8729997459995,709.780709666112,2913.92121545705,7023.26921008319,0,9937.19042554025,3498.52973451867,8432.32000737243,-1993.65931635086,648709.335047803,1298951.02220688,-1037937.35647659
257,0,1,0,27.8506477012954,709.211519040878,3495.72417739396,8412.05001604142,0,11907.7741934354,3495.72417739396,8412.05001604142,0,652205.059225197,1307363.07222292,-1037937.35647659
258,1,0,0,27.8729997459995,709.780709666112,3498.52973451867,8432.32000737243,0,13924.509058242,3498.52973451867,8432.32000737243,1993.65931635086,655703.588959715,1315795.39223029,-1037937.35647659
259,0,1,0,27.8282956565913,708.642328415645,1737.93040487095,4175.41538798626,0,5913.34579285721,3492.91862026924,8391.81253471359,-5971.38536212562,659196.507579985,1324187.204765,-1037937.35647659
260,1,0,0,27.8506477012954,709.211519040878,3495.72417739395,8412.05001604142,0,19876.0164008876,3495.72417739395,8412.05001604142,7968.24220745218,662692.231757379,1332599.25478104,-1037937.35647659
261,1,0,0,28.007112014224,713.195853417512,3515.36307726695,8554.624126549,0,18079.74291365,3515.36307726695,8554.624126549,6009.75570983406,666207.594834646,1341153.87890759,-1037937.35647659
262,0,1,0,27.9624079248158,712.057472167045,590.590375725201,1432.61531033903,0,2023.20568606423,3509.75196301753,8513.72559455818,-10000.2718715115,669717.346797663,1349667.60450215,-1037937.35647659
263,0,1,0,27.8506477012954,709.211519040878,3495.72417739396,8412.05001604142,0,11907.7741934354,3495.72417739396,8412.05001604142,0,673213.070975057,1358079.65451819,-1037937.35647659
264,1,0,0,27.8729997459995,709.780709666112,3498.52973451867,8432.32000737243,0,13924.509058242,3498.52973451867,8432.32000737243,1993.65931635086,676711.600709576,1366511.97452557,-1037937.35647659
265,0,1,0,27.7835915671831,707.503947165178,560.391255166724,1342.02995655717,0,1902.42121172389,3487.30750601981,8351.43499770149,-9936.32129199741,680198.908215596,1374863.40952327,-1037937.35647659
266,1,0,0,27.8729997459995,709.780709666112,3498.52973451867,8432.32000737243,0,29873.7835890491,3498.52973451867,8432.32000737243,17942.933847158,683697.437950114,1383295.72953064,-1037937.35647659
267,0,1,0,28.0741681483363,714.903425293213,3523.7797486411,8616.21718459134,0,12139.9969332324,3523.7797486411,8616.21718459134,0,687221.217698755,1391911.94671523,-1037937.35647659
268,0,1,0,27.9624079248158,712.057472167045,590.590375725201,1432.61531033903,0,2023.20568606423,3509.75196301753,8513.72559455818,-10000.2718715115,690730.969661773,1400425.67230979,-1037937.35647659
269,1,0,0,27.9624079248158,712.057472167045,3509.75196301753,8513.72559455818,0,22023.7494290872,3509.75196301753,8513.72559455818,10000.2718715115,694240.72162479,1408939.39790435,-1037937.35647659
270,0,1,0,27.9847599695199,712.626662792279,1178.0053458575,2862.09814640164,0,4040.10349225914,3512.55752014224,8534.15852727752,-8006.61255516062,697753.279144933,1417473.55643162,-1037937.35647659
271,0,1,0,27.8282956565913,708.642328415645,1737.93040487095,4175.41538798626,0,5913.34579285721,3492.91862026924,8391.81253471359,-5971.38536212562,701246.197765202,1425865.36896634,-1037937.35647659
272,0,1,0,27.7165354330709,705.796375289478,2306.96423288733,5498.10253680634,0,7805.06676969367,3478.89083464567,8291.11186491979,-3964.93592987179,704725.088599848,1434156.48083126,-1037937.35647659
273,0,1,0,27.6494792989586,704.088803413777,2883.93169255266,6839.95071247234,0,9723.88240502499,3470.47416327153,8231.07991322597,-1977.6716714725,708195.562763119,1442387.56074448,-1037937.35647659
274,1,0,0,27.6941833883668,705.227184664244,3476.08527752096,8271.06889568964,0,17689.7617745549,3476.08527752096,8271.06889568964,5942.60760134429,711671.64804064,1450658.62964017,-1037937.35647659
275,0,1,0,27.761239522479,706.934756539944,3484.5019488951,8331.29488983422,0,11815.7968387293,3484.5019488951,8331.29488983422,0,715156.149989535,1458989.92453001,-1037937.35647659
276,0,1,0,27.761239522479,706.934756539944,3484.5019488951,8331.29488983422,0,11815.7968387293,3484.5019488951,8331.29488983422,0,718640.65193843,1467321.21941984,-1037937.35647659
277,0,1,0,27.738887477775,706.365565914711,2895.92634440486,6912.89050554593,0,9808.81684995079,3481.69639177038,8311.18718760416,-1984.06672942375,722122.3483302,1475632.40660745,-1037937.35647659
278,1,0,0,27.8059436118872,708.073137790411,3490.11306314453,8371.60753729744,0,19817.1726919913,3490.11306314453,8371.60753729744,7955.45209154937,725612.461393345,1484004.01414474,-1037937.35647659
279,0,1,0,27.8506477012954,709.211519040878,2326.11949378826,5597.53359592095,0,7923.65308970921,3495.72417739395,8412.05001604142,-3984.12110372617,729108.185570739,1492416.06416079,-1037937.35647659
280,0,1,0,27.8059436118872,708.073137790411,3490.11306314453,8371.60753729744,0,11861.720600442,3490.11306314453,8371.60753729744,0,732598.298633883,1500787.67169808,-1037937.35647659
281,1,0,0,27.8506477012954,709.211519040878,3495.72417739395,8412.05001604142,0,15891.8952971615,3495.72417739395,8412.05001604142,3984.12110372617,736094.022811277,1509199.72171412,-1037937.35647659
282,1,0,0,27.9624079248158,712.057472167045,3509.75196301753,8513.72559455818,0,18023.6406804825,3509.75196301753,8513.72559455818,6000.16312290679,739603.774774295,1517713.44730868,-1037937.35647659
283,0,1,0,28.007112014224,713.195853417512,2931.91939531991,7134.81590521808,0,10066.735300538,3515.36307726695,8554.624126549,-2003.25190327797,743119.137851562,1526268.07143523,-1037937.35647659
284,1,0,0,28.2306324612649,718.887759669847,3543.4186485141,8761.0825197612,0,34516.1361979971,3543.4186485141,8761.0825197612,22211.6350297218,746662.556500076,1535029.15395499,-1037937.35647659
285,1,0,0,28.6106172212344,728.564000298815,3591.11311963424,9119.63860191641,0,24989.2629882506,3591.11311963424,9119.63860191641,12278.5112666999,750253.66961971,1544148.79255691,-1037937.35647659
286,1,0,0,28.8564897129794,734.825097176383,3621.9742480061,9356.7805979837,0,23298.7796150716,3621.9742480061,9356.7805979837,10320.0247690818,753875.643867716,1553505.57315489,-1037937.35647659
287,1,0,0,29.0353060706121,739.378622178251,3644.41870500381,9531.80551441648,0,19406.6094285777,3644.41870500381,9531.80551441648,6230.38520915741,757520.06257272,1563037.37866931,-1037937.35647659
288,1,0,0,29.2811785623571,745.639719055819,3675.27983337567,9776.00930415195,0,30206.3409702121,3675.27983337567,9776.00930415195,16755.0518326845,761195.342406096,1572813.38797346,-1037937.35647659
289,1,0,0,29.504699009398,751.331625308153,3703.33540462281,10001.6007213461,0,17925.6743738968,3703.33540462281,10001.6007213461,4220.73824792787,764898.677810719,1582814.98869481,-1037937.35647659
290,1,0,0,29.750571501143,757.592722185721,3734.19653299467,10253.7301941601,0,33139.5265271287,3734.19653299467,10253.7301941601,19151.599799974,768632.874343713,1593068.71888897,-1037937.35647659
291,1,0,0,29.996443992888,763.853819063289,3765.05766136652,10510.0617283883,0,18566.2032751483,3765.05766136652,10510.0617283883,4291.0838853935,772397.93200508,1603578.78061736,-1037937.35647659
292,1,0,0,30.1082042164084,766.699772189457,3779.08544699009,10627.974566278,0,20867.6673086762,3779.08544699009,10627.974566278,6460.6072954082,776177.01745207,1614206.75518363,-1037937.35647659
293,1,0,0,30.3540767081534,772.960869067025,3809.94657536195,10890.4801832287,0,32069.4041546099,3809.94657536195,10890.4801832287,17368.9773960192,779986.964027432,1625097.23536686,-1037937.35647659
294,0,1,0,30.5328930657861,777.514394068892,3832.39103235967,11084.0842272892,0,14916.4752596488,3832.39103235967,11084.0842272892,0,783819.355059791,1636181.31959415,-1037937.35647659
295,1,0,0,30.6446532893066,780.360347195059,3846.41881798324,11206.2442387884,0,26012.1936209943,3846.41881798324,11206.2442387884,10959.5305642226,787665.773877775,1647387.56383294,-1037937.35647659
296,1,0,0,30.8234696469393,784.913872196927,3868.86327498095,11403.56172883,0,21886.5136900528,3868.86327498095,11403.56172883,6614.08868624178,791534.637152756,1658791.12556177,-1037937.35647659
297,1,0,0,30.9575819151638,788.329015948328,3885.69661772924,11553.0602830258,0,22081.6233477783,3885.69661772924,11553.0602830258,6642.86644702328,795420.333770485,1670344.1858448,-1037937.35647659
298,1,0,0,31.5387350774702,803.127972204397,3958.64110297181,12215.9925875697,0,68059.3376147879,3958.64110297181,12215.9925875697,51884.7039242464,799378.974873457,1682560.17843237,-1037937.35647659
299,1,0,0,32.1422402844806,818.4961190857,4034.39114533909,12930.7697152486,0,26161.2541947101,4034.39114533909,12930.7697152486,9196.09333412236,803413.366018796,1695490.94814761,-1037937.35647659
300,1,0,0,32.8575057150114,836.710219093171,4124.16897332995,13813.372502649,0,83742.687795949,4124.16897332995,13813.372502649,65805.1463199701,807537.534992126,1709304.32065026,-1037937.35647659
301,0,0,1,32.9692659385319,839.556172219338,0,0,-36145.083233323,0,4138.19675895352,13954.8052580877,-54238.0852503642,811675.731751079,1723259.12590835,-1074082.43970991
302,0,1,0,32.3657607315215,824.188025338035,1883.54520147908,6121.27335414845,0,8004.81855562752,4062.44671658623,13202.4157526773,-9260.04391363605,815738.178467666,1736461.54166103,-1074082.43970991
303,0,1,0,32.2763525527051,821.911262837101,4051.22448808738,13093.3054330068,0,17144.5299210941,4051.22448808738,13093.3054330068,0,819789.402955753,1749554.84709403,-1074082.43970991
304,0,1,0,32.2316484632969,820.772881586634,2953.77194461567,9519.98108051146,0,12473.7530251271,4045.61337383795,13038.976434253,-4610.83678296381,823835.016329591,1762593.82352829,-1074082.43970991
305,1,0,0,32.2987045974092,822.480453462335,4054.03004521209,13120.5264335168,0,28725.6299034562,4054.03004521209,13120.5264335168,11551.0734247273,827889.046374803,1775714.3499618,-1074082.43970991
306,1,0,0,32.4775209550419,827.033978464202,4076.4745022098,13339.6539088696,0,24385.1428136246,4076.4745022098,13339.6539088696,6969.01440254518,831965.520877013,1789054.00387067,-1074082.43970991
307,0,1,0,32.5222250444501,828.172359714669,3538.75372799744,11611.9439239425,0,15150.6976519399,4082.08561645923,13394.814365305,-2326.20232982434,836047.606493472,1802448.81823598,-1074082.43970991
308,0,0,1,32.2987045974092,822.480453462335,0,0,-3617.37568578025,0,4054.03004521209,13120.5264335168,-20791.9321645091,840101.636538684,1815569.3446695,-1077699.81539569
309,0,1,0,32.008128016256,815.0809753343,1825.89942905132,5803.52008914624,0,7629.41951819756,4017.55780259081,12769.5847020207,-9157.72298641392,844119.194341275,1828338.92937152,-1077699.81539569
310,0,1,0,31.8516637033274,811.096640957666,2349.98481105733,7396.45104776519,0,9746.43585882252,3997.91890271781,12583.23514167,-6834.71818556529,848117.113243993,1840922.16451319,-1077699.81539569
311,0,1,0,31.7846075692151,809.389069081965,3989.50223134366,12503.9292719194,0,16493.4315032631,3989.50223134366,12503.9292719194,0,852106.615475336,1853426.09378511,-1077699.81539569
312,0,1,0,31.739903479807,808.250687831498,2883.27211140584,9011.37210629317,0,11894.644217699,3983.89111709424,12451.2442461033,-4540.49114549852,856090.506592431,1865877.33803121,-1077699.81539569
313,1,0,0,31.7175514351029,807.681497206265,3981.08555996952,12424.957321126,0,18674.6896893569,3981.08555996952,12424.957321126,2268.64680826132,860071.5921524,1878302.29535234,-1077699.81539569
314,0,1,0,31.739903479807,808.250687831498,3983.89111709423,12451.2442461033,0,16435.1353631975,3983.89111709423,12451.2442461033,0,864055.483269494,1890753.53959844,-1077699.81539569
315,1,0,0,31.7846075692151,809.389069081965,3989.50223134366,12503.9292719194,0,21040.317706713,3989.50223134366,12503.9292719194,4546.88620344993,868044.985500838,1903257.46887036,-1077699.81539569
316,1,0,0,32.0304800609601,815.650165959533,4020.36335971552,12796.3553111383,0,37435.9842706754,4020.36335971552,12796.3553111383,20619.2655998215,872065.348860553,1916053.8241815,-1077699.81539569
317,1,0,0,32.3434086868174,823.618834712801,4059.64115946152,13175.0815672606,0,28801.7837963279,4059.64115946152,13175.0815672606,11567.0610696058,876124.990020015,1929228.90574876,-1077699.81539569
318,1,0,0,32.6786893573787,832.156694091303,4101.72451633223,13589.0731710921,0,41064.7344998141,4101.72451633223,13589.0731710921,23373.9368123897,880226.714536347,1942817.97891985,-1077699.81539569
319,1,0,0,33.1704343408687,844.678887846439,4163.44677307595,14211.8109617665,0,46846.0557345033,4163.44677307595,14211.8109617665,28470.7979996608,884390.161309423,1957029.78988162,-1077699.81539569
320,1,0,0,33.6398272796546,856.631890976342,4222.36347269495,14823.7205427075,0,40701.3490033518,4222.36347269495,14823.7205427075,21655.2649879493,888612.524782118,1971853.51042432,-1077699.81539569
321,1,0,0,34.1986283972568,870.861656607178,4292.5024008128,15574.7832607918,0,59005.0403242104,4292.5024008128,15574.7832607918,39137.7546626058,892905.027182931,1987428.29368512,-1077699.81539569
322,1,0,0,34.8021336042672,886.229803488481,4368.25244318009,16413.9670386153,0,48164.2588652293,4368.25244318009,16413.9670386153,27382.0393834339,897273.279626111,2003842.26072373,-1077699.81539569
323,1,0,0,35.249174498349,897.61361599315,4424.36358567437,17054.6495335113,0,44170.2774952628,4424.36358567437,17054.6495335113,22691.2643760772,901697.643211785,2020896.91025724,-1077699.81539569
324,0,0,1,35.2044704089408,896.475234742683,0,0,-6289.99818569094,0,4418.75247142494,16989.8440949127,-27698.5947520285,906116.39568321,2037886.75435215,-1083989.81358139
325,0,0,1,34.4668529337059,877.691944109979,0,0,-33966.1868968096,0,4326.16908630937,15944.130502757,-54236.486485876,910442.56476952,2053830.88485491,-1117956.0004782
326,0,1,0,33.8856997713995,862.89298785391,2128.20682530706,7581.2503386148,0,9709.45716392186,4253.2246010668,15151.1404171867,-9694.90785433167,914695.789370587,2068982.0252721,-1117956.0004782
327,1,0,0,33.9751079502159,865.169750354843,4264.44682956566,15271.3870045275,0,38976.8100063678,4264.44682956566,15271.3870045275,19440.9761722746,918960.236200152,2084253.41227663,-1117956.0004782
328,1,0,0,34.4221488442977,876.553562859512,4320.55797205994,15882.1715158413,0,49747.8972233983,4320.55797205994,15882.1715158413,29545.167735497,923280.794172212,2100135.58379247,-1117956.0004782
329,1,0,0,34.7797815595631,885.660612863247,4365.44688605537,16382.3612057663,0,30698.5182642096,4365.44688605537,16382.3612057663,9950.71017238792,927646.241058268,2116517.94499823,-1117956.0004782
330,1,0,0,35.1150622301245,894.198472241749,4407.53024292609,16860.7261382452,0,48896.5054957339,4407.53024292609,16860.7261382452,27628.2491145627,932053.771301194,2133378.67113648,-1117956.0004782
331,1,0,0,35.4503429006858,902.736331620251,4449.6135997968,17348.3137620353,0,31940.4892727626,4449.6135997968,17348.3137620353,10142.5619109305,936503.38490099,2150726.98489851,-1117956.0004782
332,1,0,0,35.6291592583185,907.289856622119,4472.05805679451,17612.1619560155,0,32277.9423873513,4472.05805679451,17612.1619560155,10193.7223745413,940975.442957785,2168339.14685453,-1117956.0004782
333,0,1,0,35.7185674371349,909.566619123052,4483.28028529337,17745.083374323,0,22228.3636596164,4483.28028529337,17745.083374323,0,945458.723243078,2186084.23022885,-1117956.0004782
334,1,0,0,35.8079756159512,911.843381623986,4494.50251379223,17878.6718999831,0,32618.0572519283,4494.50251379223,17878.6718999831,10244.882838153,949953.225756871,2203962.90212884,-1117956.0004782
335,0,1,0,35.8973837947676,914.12014412492,4505.72474229109,18012.9292028514,0,22518.6539451425,4505.72474229109,18012.9292028514,0,954458.950499162,2221975.83133169,-1117956.0004782
336,0,1,0,35.7185674371349,909.566619123053,360.979732174369,1428.77871474766,0,1789.75844692202,4483.28028529337,17745.083374323,-20438.6052126944,958942.230784455,2239720.91470601,-1117956.0004782
337,0,1,0,35.5397510795022,905.013094121185,4460.83582829566,17479.9059752048,0,21940.7418035005,4460.83582829566,17479.9059752048,0,963403.066612751,2257200.82068122,-1117956.0004782
338,0,1,0,35.4503429006858,902.736331620251,2379.21118646092,9276.1542644407,0,11655.3654509016,4449.6135997968,17348.3137620353,-10142.5619109305,967852.680212547,2274549.13444325,-1117956.0004782
339,0,1,0,35.2715265430531,898.182806618383,2350.57933112077,9072.30232355649,0,11422.8816546773,4427.16914279909,17087.113959197,-10091.4014473189,972279.849355347,2291636.24840245,-1117956.0004782
340,0,0,1,34.9362458724917,889.644947239882,0,0,-6498.0159911691,0,4385.08578592837,16604.4560625343,-27487.5578396317,976664.935141275,2308240.70446498,-1124454.01646936
341,0,0,1,34.4445008890018,877.122753484746,0,0,-6864.16239858497,0,4323.36352918466,15913.130905802,-27100.6568335717,980988.29867046,2324153.83537078,-1131318.17886795
342,0,0,1,33.7068834137668,858.339462852042,0,0,-33897.2863063128,0,4230.78014406909,14912.5441985816,-53040.6106489635,985219.078814529,2339066.37956937,-1165215.46517426
343,0,0,1,32.8351536703073,836.141028467937,0,0,-22019.3810194901,0,4121.36341620523,13785.2011194216,-39925.945555117,989340.442230734,2352851.58068879,-1187234.84619375
344,0,0,1,32.0528321056642,816.219356584767,0,0,-24420.9767342152,0,4023.16891684023,12823.1633093688,-41267.3089604242,993363.611147574,2365674.74399816,-1211655.82292797
345,0,0,1,30.9352298704597,787.759825323094,0,0,-55395.1369096409,0,3882.89106060452,11528.0536677243,-70806.0816379697,997246.502208179,2377202.79766588,-1267050.95983761
346,0,0,1,29.9517399034798,762.715437812822,0,0,-11485.544538156,0,3759.44654711709,10463.14187938,-25708.1329646531,1001005.9487553,2387665.93954526,-1278536.50437576
347,1,0,0,29.750571501143,757.592722185721,3734.19653299467,10253.7301941601,0,20371.7933271461,3734.19653299467,10253.7301941601,6383.86659999132,1004740.14528829,2397919.66973942,-1278536.50437576
348,0,1,0,29.6835153670307,755.885150310021,313.744624007747,857.632136837195,0,1171.37676084494,3725.77986162052,10184.5523384257,-12738.9554392013,1008465.92514991,2408104.22207785,-1278536.50437576
349,0,1,0,29.504699009398,751.331625308153,2562.8113450047,6921.38653303637,0,9484.19787804107,3703.33540462281,10001.6007213461,-4220.73824792787,1012169.26055453,2418105.82279919,-1278536.50437576
350,1,0,0,29.5270510541021,751.900815933387,3706.14096174752,10024.348856812,0,20066.3934839151,3706.14096174752,10024.348856812,6335.90366535561,1015875.40151628,2428130.171656,-1278536.50437576
351,0,1,0,29.5717551435103,753.039197183854,3142.08583234916,8524.44938065116,0,11666.5352130003,3711.75207599695,10069.9485544311,-2115.16541742774,1019587.15359228,2438200.12021043,-1278536.50437576
352,1,0,0,29.7729235458471,758.161912810955,3737.00209011938,10276.8589001768,0,35309.4039684791,3737.00209011938,10276.8589001768,21295.5429781829,1023324.1556824,2448476.97911061,-1278536.50437576
