second,is_mode_a,is_mode_b,is_mode_c,mean velocity (m/s),mean wheel speed (rev/min),net rolling energy (J),net aero energy (J),braked energy (J),total energy (J),gross rolling energy (J),gross aero energy (J),inertia energy (J),cumulative rr (J),cumulative aero (J),cumulative braking (J)
57,1,0,0,8.38201676403353,213.446484462544,1052.08392176784,229.319783162086,0,13871.6740467609,1052.08392176784,229.319783162086,12590.270341831,36242.1869370587,8280.030137172,-71977.7325633657
58,1,0,0,9.25374650749301,235.644918846648,1161.5006496317,308.566477401267,0,13384.0600905028,1161.5006496317,308.566477401267,11913.9929634698,37403.6875866904,8588.59661457327,-71977.7325633657
59,1,0,0,10.0137160274321,254.997400104585,1256.88959187198,391.004505057166,0,13107.8379458491,1256.88959187198,391.004505057166,11459.94384892,38660.5771785624,8979.60111963043,-71977.7325633657
60,1,0,0,10.5948691897384,269.796356360655,1329.83407711455,463.108491552571,0,9371.08624108349,1329.83407711455,463.108491552571,7578.14367241637,39990.4112556769,9442.709611183,-71977.7325633657
61,1,0,0,10.9077978155956,277.765025113923,1369.11187686055,505.367355835349,0,4995.26751298215,1369.11187686055,505.367355835349,3120.78828028625,41359.5231325375,9948.07696701835,-71977.7325633657
62,1,0,0,11.0642621285243,281.749359490558,1388.75077673355,527.428163039737,0,4290.34420423287,1388.75077673355,527.428163039737,2374.16526445958,42748.273909271,10475.5051300581,-71977.7325633657
63,1,0,0,11.1536703073406,284.026121991491,1399.97300523241,540.317900956334,0,2738.07438562666,1399.97300523241,540.317900956334,797.783479437913,44148.2469145034,11015.8230310144,-71977.7325633657
64,0,0,1,11.0866141732283,282.318550115791,0,0,-1249.76125068436,0,1391.55633385827,530.631159354867,-3171.9487438975,45539.8032483617,11546.4541903693,-73227.49381405
65,0,1,0,10.9748539497079,279.472596989624,806.072730134347,301.207524331393,0,1107.28025446574,1377.5285482347,514.745069766144,-784.993363535101,46917.3317965964,12061.1992601354,-73227.49381405
66,1,0,0,10.997205994412,280.041787614857,1380.33410535941,517.896561469494,0,3471.41492287484,1380.33410535941,517.896561469494,1573.18425604594,48297.6659019558,12579.0958216049,-73227.49381405
67,1,0,0,11.0642621285243,281.749359490558,1388.75077673355,527.428163039737,0,2707.5673612598,1388.75077673355,527.428163039737,791.388421486507,49686.4166786894,13106.5239846447,-73227.49381405
68,0,1,0,11.0642621285243,281.749359490558,815.19198103603,309.598537250755,0,1124.79051828678,1388.75077673355,527.428163039737,-791.388421486507,51075.1674554229,13633.9521476844,-73227.49381405
69,0,1,0,11.0195580391161,280.610978240091,810.627442849297,305.38221731254,0,1116.00966016184,1383.13966248412,521.060890188546,-788.190892510835,52458.307117907,14155.013037873,-73227.49381405
